"","WOType","Borough","WOCategory","WOWoodRemains","WOWireConflict","CreatedDate"
"895","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/11"
"896","Pruning","Manhattan","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/06"
"897","Hanging Limb","Queens","Risk Mitigation","All Wood Removed","No Util Conflict Present","20/02/19"
"898","Pruning","Manhattan","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/12"
"899","Block Pruning","Staten Island","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/25"
"900","Block Pruning","Staten Island","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/10"
"901","Tree Plant-Street Tree","Queens","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/14"
"902","Block Pruning","Staten Island","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/26"
"903","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/11"
"904","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/05"
"905","Block Pruning","Staten Island","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/19"
"906","Block Pruning","Brooklyn","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/10"
"907","Tree Plant-Street Tree","Brooklyn","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/05"
"908","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/10"
"909","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/10"
"910","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/03"
"911","Tree Removal","Queens","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/04"
"912","Stump Removal","Brooklyn","Stump Removal","No Wood Debris","No Util Conflict Present","20/02/14"
"913","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/04"
"914","Pruning","Manhattan","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/20"
"915","Pruning","Manhattan","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/28"
"916","Tree Plant-Street Tree","Brooklyn","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/10"
"917","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/15"
"918","Pruning","Manhattan","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/25"
"919","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/27"
"920","Stump Removal","Manhattan","Stump Removal","No Wood Debris","No Util Conflict Present","20/02/20"
"921","Block Pruning","Staten Island","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/24"
"922","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/11"
"923","Stump Removal","Queens","Stump Removal","No Wood Debris","No Util Conflict Present","20/02/19"
"924","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/19"
"925","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/04"
"926","Stump Removal","Brooklyn","Stump Removal","No Wood Debris","No Util Conflict Present","20/02/04"
"927","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/28"
"928","Stump Removal","Staten Island","Stump Removal","No Wood Debris","No Util Conflict Present","20/02/03"
"929","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/13"
"930","Tree Plant-Park Tree","Queens","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/21"
"931","Pruning","Manhattan","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/19"
"932","Stump Removal","Bronx","Stump Removal","No Wood Debris","No Util Conflict Present","20/02/05"
"933","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/13"
"934","Stump Removal","Bronx","Stump Removal","No Wood Debris","No Util Conflict Present","20/02/06"
"935","Block Pruning","Queens","Block Pruning","No Wood Debris","Electric Utility Open","20/02/26"
"936","Limb Down","Queens","Post-Failure Tree/Debris Removal","Unprocessed Wood","No Util Conflict Present","20/02/10"
"937","Pruning","Manhattan","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/10"
"938","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/10"
"939","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/26"
"940","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/27"
"941","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/27"
"942","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/10"
"943","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/10"
"944","Pruning","Queens","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/05"
"945","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/10"
"946","Rescue/Preservation - Tree","Queens","Misc Work","No Wood Debris","No Util Conflict Present","20/02/12"
"947","Stump Removal","Brooklyn","Stump Removal","No Wood Debris","No Util Conflict Present","20/02/14"
"948","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/20"
"949","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/19"
"950","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/11"
"951","Stump Removal","Brooklyn","Stump Removal","No Wood Debris","No Util Conflict Present","20/02/14"
"952","Stump Removal","Queens","Stump Removal","No Wood Debris","No Util Conflict Present","20/02/10"
"953","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/03"
"954","Pruning","Manhattan","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/11"
"955","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/11"
"956","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/26"
"957","Tree Removal","Queens","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/10"
"958","Canopy Reduction","Staten Island","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/25"
"959","Limb Down","Staten Island","Post-Failure Tree/Debris Removal","All Wood Removed","No Util Conflict Present","20/02/07"
"960","Block Pruning","Brooklyn","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/10"
"961","Block Pruning","Queens","Block Pruning","No Wood Debris","Electric Utility Open","20/02/18"
"962","Stump Removal for Tree Planting","Queens","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/20"
"963","Tree Plant-Street Tree","Brooklyn","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/04"
"964","Block Pruning","Brooklyn","Block Pruning","No Wood Debris","Electric Utility Open","20/02/03"
"965","Tree Removal","Bronx","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/05"
"966","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/14"
"967","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/18"
"968","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/25"
"969","Block Pruning","Staten Island","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/24"
"970","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/25"
"971","Block Pruning","Queens","Block Pruning","No Wood Debris","Electric Utility Open","20/02/28"
"972","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/25"
"973","Block Pruning","Queens","Block Pruning","No Wood Debris","Electric Utility Open","20/02/05"
"974","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/05"
"975","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/28"
"976","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/11"
"977","Stump Removal","Staten Island","Stump Removal","No Wood Debris","No Util Conflict Present","20/02/20"
"978","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/10"
"979","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/20"
"980","Pruning","Manhattan","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/12"
"981","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/05"
"982","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/04"
"983","Tree Plant-Park Tree","Bronx","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/24"
"984","Tree Removal for Tree Planting","Queens","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/27"
"985","Tree Down","Queens","Post-Failure Tree/Debris Removal","All Wood Removed","No Util Conflict Present","20/02/08"
"986","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/06"
"987","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/05"
"988","Stump Removal","Staten Island","Stump Removal","No Wood Debris","No Util Conflict Present","20/02/10"
"989","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/04"
"990","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/25"
"991","Tree Removal",NA,"Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/07"
"992","Pruning","Manhattan","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/17"
"993","Pruning","Manhattan","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/17"
"994","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/25"
"995","Block Pruning","Staten Island","Block Pruning","No Wood Debris","Electric Utility Open","20/02/20"
"996","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/10"
"997","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/06"
"998","Pruning","Manhattan","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/12"
"999","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/18"
"1000","Pruning","Manhattan","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/05"
"1001","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/10"
"1002","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/06"
"1003","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/25"
"1004","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/18"
"1005","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/28"
"1006","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/04"
"1007","Block Pruning","Staten Island","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/19"
"1008","Tree Removal","Queens","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/06"
"1009","Tree Removal","Brooklyn","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/20"
"1010","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/25"
"1011","Tree Removal","Queens","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/26"
"1012","Tree Removal","Manhattan","Risk Mitigation","Unprocessed Wood","No Util Conflict Present","20/02/05"
"1013","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/28"
"1014","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/04"
"1015","Block Pruning","Queens","Block Pruning","No Wood Debris","Electric Utility Open","20/02/26"
"1016","Stump Removal","Brooklyn","Stump Removal","No Wood Debris","No Util Conflict Present","20/02/14"
"1017","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/04"
"1018","Tree Plant-Park Tree","Queens","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/27"
"1019","Misc Wood","Staten Island","Post-Failure Tree/Debris Removal","Unprocessed Wood","No Util Conflict Present","20/02/28"
"1020","Block Pruning","Brooklyn","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/26"
"1021","Stump Removal","Queens","Stump Removal","No Wood Debris","No Util Conflict Present","20/02/13"
"1022","Tree Plant-Street Tree Block","Queens","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/19"
"1023","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/14"
"1024","Stump Removal","Staten Island","Stump Removal","No Wood Debris","No Util Conflict Present","20/02/10"
"1025","Tree Plant-Street Tree","Manhattan","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/27"
"1026","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/05"
"1027","Tree Plant-Street Tree Block","Queens","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/03"
"1028","Tree Removal","Queens","Risk Mitigation","All Wood Removed","Electric Utility Pending","20/02/05"
"1029","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/18"
"1030","Hanging Limb","Brooklyn","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/18"
"1031","Block Pruning","Queens","Block Pruning","No Wood Debris","Electric Utility Open","20/02/14"
"1032","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/10"
"1033","Pruning","Queens","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/12"
"1034","Block Pruning","Staten Island","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/18"
"1035","Stump Removal","Staten Island","Stump Removal","No Wood Debris","No Util Conflict Present","20/02/26"
"1036","Block Pruning","Brooklyn","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/04"
